kernel_str,learned_kernel,mse,rmse,lml,std,R2_tr,R2,R2_test
1**2,0.00316**2,0.076301647654192,0.276227528776899,-414.575576744177681,0.138562861787229,-2.968961550352740,-2.974113143675711,-361.512315517615548
DotProduct(sigma_0=1),DotProduct(sigma_0=1e-05),0.000001114124989,0.001055521192985,-420.296849266817276,0.001037141764145,0.999925559181312,0.999941971649395,0.996768944174036
"ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=1, periodicity=1)",0.021647560090703,0.147131098312705,-415.720664778248420,0.138562861787229,-0.006735032321386,-0.127496662652283,-116.769924229854510
"Matern(length_scale=1, nu=1.5)","Matern(length_scale=1e+05, nu=1.5)",0.021646742659680,0.147128320386255,-415.720671644733329,0.138560174919407,-0.006695118514002,-0.127454087380710,-116.765714601026289
RBF(length_scale=1),RBF(length_scale=9.24e+04),0.021647240447835,0.147130012056803,-415.720667460984828,0.138561811172852,-0.006719429207808,-0.127480014297210,-116.768277558858102
"RationalQuadratic(alpha=1, length_scale=1)","RationalQuadratic(alpha=1e-05, length_scale=1e+05)",0.021647306922128,0.147130237959869,-415.720667000195704,0.138562027889117,-0.006722441307833,-0.127483476560066,-116.768649123789444
WhiteKernel(noise_level=1),WhiteKernel(noise_level=1e-05),0.076320666666667,0.276261952984240,-414.575655410949651,0.138562861787229,-2.970149253731342,-2.975103734439835,-361.577861163226942
1**2 * 1**2,0.00316**2 * 0.00316**2,0.076320666476423,0.276261952639922,-414.575555940547190,0.138562861787229,-2.970149241850746,-2.975103724531121,-361.577860507609671
1**2 + 1**2,0.00316**2 + 0.00316**2,0.076282639411195,0.276193119775268,-414.575597559686059,0.138562861787229,-2.967774559240021,-2.973123113831599,-361.446802017704215
1**2 * DotProduct(sigma_0=1),0.00316**2 * DotProduct(sigma_0=1e-05),0.005653980239966,0.075192953393030,-414.842170028134660,0.038339972145592,0.707831251995612,0.705516749945328,-26.104037249691483
1**2 + DotProduct(sigma_0=1),0.00316**2 + DotProduct(sigma_0=1e-05),0.000001114014619,0.001055468909580,-420.296874078960229,0.001037090400129,0.999925566558094,0.999941977397919,0.996769263958995
"1**2 * ExpSineSquared(length_scale=1, periodicity=1)","0.00316**2 * ExpSineSquared(length_scale=2.72e+04, periodicity=2.11e+04)",0.076301647654192,0.276227528776899,-414.575576744177681,0.138562861787229,-2.968961550352740,-2.974113143675711,-361.512315517615548
"1**2 + ExpSineSquared(length_scale=1, periodicity=1)","0.00316**2 + ExpSineSquared(length_scale=5.12e+04, periodicity=6e+04)",0.021647551160388,0.147131067964548,-415.720669360535908,0.138562861787191,-0.006734904036331,-0.127496197523660,-116.769839746244912
"1**2 * Matern(length_scale=1, nu=1.5)","0.00316**2 * Matern(length_scale=1e+05, nu=1.5)",0.076301647671588,0.276227528808386,-414.575576744230148,0.138562861776077,-2.968961551139136,-2.974113144581731,-361.512315615076318
"1**2 + Matern(length_scale=1, nu=1.5)","0.00316**2 + Matern(length_scale=1e+05, nu=1.5)",0.021646733729236,0.147128290037083,-415.720676227024910,0.138560174918659,-0.006694990229139,-0.127453622245313,-116.765630115928701
1**2 * RBF(length_scale=1),0.00316**2 * RBF(length_scale=7.6e+04),0.076301647664257,0.276227528795116,-414.575576744208036,0.138562861780775,-2.968961550807639,-2.974113144199904,-361.512315574013314
1**2 + RBF(length_scale=1),0.00316**2 + RBF(length_scale=1e+05),0.021647278113148,0.147130140056849,-415.720671652196870,0.138561964325501,-0.006721575454262,-0.127481976066318,-116.768433116752874
"1**2 * RationalQuadratic(alpha=1, length_scale=1)","0.00316**2 * RationalQuadratic(alpha=0.0182, length_scale=1e+05)",0.076301647659999,0.276227528787409,-414.575576744195189,0.138562861783505,-2.968961550615177,-2.974113143978124,-361.512315550151925
"1**2 + RationalQuadratic(alpha=1, length_scale=1)","0.00316**2 + RationalQuadratic(alpha=1e-05, length_scale=1e+05)",0.021647297991781,0.147130207611424,-415.720671582484442,0.138562027888888,-0.006722313023218,-0.127483011429750,-116.768564639758935
1**2 * WhiteKernel(noise_level=1),0.00316**2 * WhiteKernel(noise_level=1e-05),0.076320666666667,0.276261952984240,-414.575555941333903,0.138562861787229,-2.970149253731342,-2.975103734439835,-361.577861163226942
1**2 + WhiteKernel(noise_level=1),0.00316**2 + WhiteKernel(noise_level=1e-05),0.076301647673206,0.276227528811315,-414.575676214846567,0.138562861787229,-2.968961551540086,-2.974113144666020,-361.512315583144982
DotProduct(sigma_0=1) * DotProduct(sigma_0=1),DotProduct(sigma_0=1e-05) * DotProduct(sigma_0=1e-05),0.007484776549976,0.086514603102458,-425.374491809589927,0.086514083622570,0.758042042873094,0.610161119985981,-52.993493598479787
DotProduct(sigma_0=1) + DotProduct(sigma_0=1),DotProduct(sigma_0=1e-05) + DotProduct(sigma_0=1e-05),0.000001113768967,0.001055352531930,-420.643420941766067,0.001036885826112,0.999925559222635,0.999941990192539,0.996772946760030
"DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=1e-05) * ExpSineSquared(length_scale=1e+05, periodicity=1e-05)",0.000001114124989,0.001055521192985,-420.296849266817276,0.001037141764145,0.999925559181312,0.999941971649395,0.996768944174036
"DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=1e-05) + ExpSineSquared(length_scale=7.86e+03, periodicity=5.74e+04)",0.000000031909034,0.000178630999235,-421.189598494227880,0.000175669633765,0.999997874712924,0.999998338042298,0.999906619248811
"DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=1e-05) * Matern(length_scale=1e+05, nu=1.5)",0.000000908072961,0.000952928623125,-420.354129258792852,0.000927763674066,0.999934115710132,0.999952703712177,0.998018270955757
"DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=1e-05) + Matern(length_scale=1e+05, nu=1.5)",0.000000031908714,0.000178630102994,-421.189599341432938,0.000175668647347,0.999997874720155,0.999998338058975,0.999906621948795
DotProduct(sigma_0=1) * RBF(length_scale=1),DotProduct(sigma_0=1e-05) * RBF(length_scale=1e+05),0.000001035568655,0.001017628937570,-420.316699847474524,0.000997004048748,0.999928750395000,0.999946063196171,0.997254114427429
DotProduct(sigma_0=1) + RBF(length_scale=1),DotProduct(sigma_0=0.000698) + RBF(length_scale=8.26e+04),0.000000031908851,0.000178630488524,-421.189599109419419,0.000175669080095,0.999997874718169,0.999998338051801,0.999906620646719
"DotProduct(sigma_0=1) * RationalQuadratic(alpha=1, length_scale=1)","DotProduct(sigma_0=1e-05) * RationalQuadratic(alpha=1e-05, length_scale=1e+05)",0.000001040516669,0.001020057189139,-420.316282850692915,0.000999679564100,0.999928613894224,0.999945805482607,0.997215487292481
"DotProduct(sigma_0=1) + RationalQuadratic(alpha=1, length_scale=1)","DotProduct(sigma_0=1e-05) + RationalQuadratic(alpha=1e-05, length_scale=1e+05)",0.000000031908941,0.000178630738857,-421.189598817619412,0.000175669348321,0.999997874715184,0.999998338047143,0.999906620013243
DotProduct(sigma_0=1) * WhiteKernel(noise_level=1),DotProduct(sigma_0=1e-05) * WhiteKernel(noise_level=1e-05),0.076320666666667,0.276261952984240,-415.890565531896073,0.138562861787229,-2.970149253731342,-2.975103734439835,-361.577861163226942
DotProduct(sigma_0=1) + WhiteKernel(noise_level=1),DotProduct(sigma_0=1e-05) + WhiteKernel(noise_level=1e-05),0.000001114124990,0.001055521193326,-420.296948766760011,0.001037141764661,0.999925559181312,0.999941971649357,0.996768944165973
"ExpSineSquared(length_scale=1, periodicity=1) * ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=1, periodicity=1) * ExpSineSquared(length_scale=1, periodicity=1)",0.021647560090703,0.147131098312705,-415.720664778248420,0.138562861787229,-0.006735032321386,-0.127496662652283,-116.769924229854510
"ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1)",0.021211517350783,0.145641743160343,-416.045990754179059,0.138562861787229,-0.001766894261589,-0.104785708994077,-112.482765663697606
"ExpSineSquared(length_scale=1, periodicity=1) * Matern(length_scale=1, nu=1.5)","ExpSineSquared(length_scale=1, periodicity=1) * Matern(length_scale=1e+05, nu=1.5)",0.021646742659680,0.147128320386254,-415.720671644733329,0.138560174919407,-0.006695118513991,-0.127454087380698,-116.765714601025124
"ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5)","ExpSineSquared(length_scale=1e+05, periodicity=1e+05) + Matern(length_scale=1e+05, nu=1.5)",0.021210693185738,0.145638913706940,-416.045997839396250,0.138560136575089,-0.001726969364513,-0.104742782986040,-112.478481616774005
"ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=6.25e+04, periodicity=0.00194) * RBF(length_scale=1e+05)",0.021647287043719,0.147130170406070,-415.720667072352171,0.138561964325721,-0.006721703741480,-0.127482441208307,-116.768517602980637
"ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","ExpSineSquared(length_scale=25.3, periodicity=9.53e+04) + RBF(length_scale=9.16e+04)",0.021211170301957,0.145640551708503,-416.045993735178286,0.138561714264130,-0.001750087088887,-0.104767633220570,-112.480961080605056
"ExpSineSquared(length_scale=1, periodicity=1) * RationalQuadratic(alpha=1, length_scale=1)","ExpSineSquared(length_scale=1e+05, periodicity=0.0266) * RationalQuadratic(alpha=1e-05, length_scale=1e+05)",0.021647306922217,0.147130237960172,-415.720667001149877,0.138562027889114,-0.006722441308891,-0.127483476564701,-116.768649124658793
"ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1)","ExpSineSquared(length_scale=1e+05, periodicity=1e+05) + RationalQuadratic(alpha=1e-05, length_scale=1e+05)",0.021211262093052,0.145640866837066,-416.045993046408626,0.138562016159028,-0.001754299684793,-0.104772414089756,-112.481467485600248
"ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1e-05)",0.076320666666667,0.276261952984240,-414.575655410949651,0.138562861787229,-2.970149253731342,-2.975103734439835,-361.577861163226942
"ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=8.46e+04, periodicity=1.23e+04) + WhiteKernel(noise_level=1e-05)",0.021647560983644,0.147131101347213,-415.720764167781226,0.138562861786904,-0.006735045145201,-0.127496709160428,-116.769932677782535
"Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5)","Matern(length_scale=1e+05, nu=1.5) * Matern(length_scale=1e+05, nu=1.5)",0.021645925281990,0.147125542588600,-415.720678511107906,0.138557488174922,-0.006655207242398,-0.127411514886881,-116.761505255392819
"Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","Matern(length_scale=1e+05, nu=1.5) + Matern(length_scale=1e+05, nu=1.5)",0.021209869070208,0.145636084368566,-416.046004924518456,0.138557411473439,-0.001687046858994,-0.104699859557006,-112.474197828129661
"Matern(length_scale=1, nu=1.5) * RBF(length_scale=1)","Matern(length_scale=1e+05, nu=1.5) * RBF(length_scale=1e+05)",0.021646469630289,0.147127392521885,-415.720673936356093,0.138559277499122,-0.006681790778289,-0.127439866853010,-116.764308066601160
"Matern(length_scale=1, nu=1.5) + RBF(length_scale=1)","Matern(length_scale=1e+05, nu=1.5) + RBF(length_scale=1e+05)",0.021210417905857,0.145637968627199,-416.046000204035749,0.138559226340290,-0.001713637879085,-0.104728445243333,-112.477050217508975
"Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1)","Matern(length_scale=1e+05, nu=1.5) * RationalQuadratic(alpha=1e-05, length_scale=1e+05)",0.021646489507714,0.147127460073619,-415.720673866645711,0.138559341059830,-0.006682528300212,-0.127440902153559,-116.764439581898614
"Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1)","Matern(length_scale=1e+05, nu=1.5) + RationalQuadratic(alpha=1e-05, length_scale=1e+05)",0.021210437943440,0.145638037419626,-416.046000131595747,0.138559290981462,-0.001714375542227,-0.104729488885592,-112.477183518048363
