combined_data1,combined_data2
0,48.36567921176126
1,39.921199615308325
2,73.72201914726375
3,109.4418879839364
4,65.0744012824332
5,72.00714725332926
6,131.67701155545004
7,110.74990778155193
8,75.11956372630488
9,104.9803569225699
10,72.3751963227097
11,68.08339307604071
12,83.49634143276032
13,11.691380175405088
14,9.183874835442856
15,35.2538677900033
16,12.664886055028756
17,43.53880918990091
18,0.0
19,0.0
20,55.88834763677179
21,0.4019267946881202
22,6.214430101620626
23,0.0
24,0.0
25,10.316177111104963
26,0.0
27,29.78373180492441
28,8.709590182985288
29,27.474736757448827
30,28.620201644542977
31,113.26594909520546
32,68.50834689708013
33,48.18956128725445
34,115.00860660554012
35,63.15860957513269
36,114.21759652935476
37,55.77350260669005
38,79.56520899807703
39,128.2616243321384
40,145.4920681973967
41,127.51752532265184
42,116.09902475914456
43,106.05318435626988
44,64.81444164457817
45,80.52309486745129
46,80.4571131156268
47,117.73511561023918
48,88.0579924754319
49,16.966540575134893
50,72.45251334783316
51,45.16825069654976
52,31.83356630831157
53,67.59750416087647
54,79.15859701251912
55,77.14042191633833
56,27.029573324682005
57,47.92368857576079
58,74.00320829601293
59,101.87654816283224
60,68.20248164527189
61,88.08596008340528
62,72.29945932142363
63,81.80964436685719
64,154.25415670420892
65,182.3306597868027
66,150.4555141016484
67,192.55959220178224
68,181.7111130542923
69,158.2515665659662
70,193.3572038343252
71,231.64101563861232
72,185.470219268281
73,232.6553081321582
74,104.56272987877334
75,203.73262089589412
76,176.36474550801623
77,158.5458636465299
78,163.48292670937423
79,94.15873194587115
80,140.49200102387394
81,151.72425181611035
82,180.2776036322606
83,116.65507798705508
84,105.82388289281327
85,114.73336046166688
86,158.93564210222408
87,145.07561074964406
88,125.1044215341122
89,164.13784152694848
90,161.19157812567914
91,198.44437835974145
92,160.7053939374172
93,185.25704902371515
94,197.20883257228587
95,179.12468674461465
96,245.7484317336388
97,257.9234616722153
98,262.50743862489924
99,266.29844544775824
100,240.3155061627029
101,277.8598098049141
102,286.03823993146364
103,276.1833826056149
104,297.46969493934
105,314.72212302332764
106,357.89932017193354
107,303.9365894670184
108,302.79172521910147
109,288.53062418262374
110,228.61517757085213
111,280.9105404181666
112,279.55095202466646
113,348.570497197341
114,267.07176457229696
115,281.6021803462322
116,273.0175331749854
117,242.4705480932447
118,317.3610627040725
119,313.2795365783825
120,324.1441420276943
121,284.7392444855456
122,367.4260496279386
123,298.05550570859145
124,373.6136823389123
125,438.38698137562847
126,360.0053245556527
127,389.7671800338167
128,426.3761315304604
129,424.1387587904893
130,407.471502061608
131,469.4037718884043
132,447.2161157924352
133,503.25958575945367
134,469.5851248863712
135,549.931633645032
136,484.430819898234
137,501.14581689640255
138,536.7020818453739
139,475.7553906019606
140,519.1215330519431
141,550.732194395874
142,462.5109789495893
143,515.8889652743081
144,518.5473712090647
145,535.7570979207355
146,478.2202382977146
147,480.48772155735713
148,542.4866205108966
149,544.5554043285507
150,554.127814416321
151,570.1030487285797
152,554.4360438847989
153,598.7888550999787
154,619.2142535720806
155,608.9099470080449
156,707.2049760298754
157,686.9339542574892
158,658.6691444102482
159,735.6009862497383
160,707.5862084577038
161,780.436681423884
162,810.347540642523
163,768.2517041376939
164,837.3879960288332
165,834.7053462311319
166,859.0062748467113
167,901.5042543425046
168,845.8519821497163
169,837.7683233325853
170,839.676775747613
171,847.0006700107423
172,873.7636135650226
173,890.7875314042353
174,893.6027411188456
175,915.5339830280548
176,897.5679807605352
177,948.6278146015708
178,906.604167375551
179,1007.58365064133
180,958.2616349678856
181,929.458683687476
182,940.9087252549374
183,1007.4842580516304
184,1008.2488581514276
185,1060.0681929421196
186,1078.0159506922232
187,1087.95101364622
188,1091.828634235066
189,1099.272690975131
190,1158.7990628783705
191,1224.9631840327936
192,1232.0040747565977
193,1213.4235760100305
194,1279.8323391828671
195,1308.4487627304811
196,1290.892231171045
197,1340.7365259256442
198,1354.7968602634803
199,1333.985925916771
200,1392.6963856843915
201,1411.1704724306624
