combined_data1,combined_data2
0,34.83570765056163
1,52.953718020946894
2,141.32626113589967
3,232.6157401599048
4,190.02794035378548
5,232.44025063333063
6,362.1645493720922
7,356.91670945649145
8,326.48364100740287
9,404.51276526711774
10,377.7588580419451
11,397.5631527034462
12,449.6444316334168
13,355.8861249492565
14,377.2529233899388
15,445.99762434393807
16,433.5210296405208
17,510.1582564270806
18,460.3467518944543
19,448.19902583896345
20,607.6021889152848
21,541.5536077343144
22,578.2162028454446
23,529.3934903259807
24,603.1644028901568
25,669.6537020191795
26,644.1048555568696
27,761.5084521616849
28,756.8414017168276
29,818.9550945689606
30,851.9731195686376
31,1024.3049689436973
32,980.9800592481528
33,978.2685899035428
34,1120.5385807190205
35,1064.6564773733278
36,1179.809966135153
37,1111.8873033871737
38,1180.3826647582273
39,1289.6973963309167
40,1345.8591536621088
41,1342.641469727476
42,1349.677476689416
43,1358.3845250079469
44,1314.565619770805
45,1365.2196381044405
46,1389.2570528620354
47,1475.3336538562817
48,1449.748236356125
49,1355.2000793066704
50,1471.8020873808027
51,1450.7584172198297
52,1453.3712530761368
53,1538.3062722807626
54,1583.4563531181484
55,1606.5649853007396
56,1550.1213509237364
57,1612.6065286409716
58,1684.2803120733074
59,1759.4247478784057
60,1732.383996307692
61,1794.8941229431264
62,1798.1228337548678
63,1843.5519735180803
64,1993.777273629864
65,2069.828705111205
66,2045.606845391706
67,2144.214233889846
68,2153.997982738032
69,2142.1135792141545
70,2227.130515844908
71,2316.704493594935
72,2264.7744756994302
73,2367.7113000047507
74,2177.8379515330444
75,2366.1239092344726
76,2342.992222297288
77,2335.361468151277
78,2365.3634040567194
79,2271.430869247187
80,2370.226073941618
81,2410.6134299357404
82,2480.0840340022805
83,2396.251281232888
84,2400.8186164971903
85,2438.7723986328174
86,2536.0800992809445
87,2537.171617435921
88,2528.627540019836
89,2618.94315370711
90,2639.7551527902347
91,2727.9489672860163
92,2691.440783098943
93,2758.9195264964496
94,2805.4410282555555
95,2801.8119735596897
96,2939.1375067352187
97,2985.3593401247645
98,3018.4520348389365
99,3049.6380170819534
100,3030.5259879702417
101,3116.549785638429
102,3152.8435641879287
103,3158.2768060007807
104,3214.815237824424
105,3263.8681066943327
106,3355.4254173511245
107,3284.460395993358
108,3301.0025687016323
109,3295.276371791236
110,3213.176308306008
111,3317.940664166863
112,3333.255942184908
113,3465.969540113308
114,3348.03247615652
115,3390.455326699164
116,3394.743419995284
117,3362.8745423069586
118,3507.2135415120883
119,3520.4168070599526
120,3558.99376115149
121,3514.205054590868
122,3673.2487335090022
123,3579.1177878213234
124,3726.6793420795416
125,3856.287606280722
126,3747.193990996013
127,3818.0939656583087
128,3900.0266276819207
129,3916.709719506194
130,3908.7226734946535
131,4031.016256721391
132,4012.313323762965
133,4123.144098919543
134,4083.563898779466
135,4233.134313091327
136,4138.76464154826
137,4180.60855945327
138,4253.113574410122
139,4164.131381392721
140,4248.463575560993
141,4312.783682272558
142,4177.092275662296
143,4277.237696738195
144,4292.815209610364
145,4332.727755167569
146,4248.250316590134
147,4263.721708524768
148,4379.086504910126
149,4394.951053166964
150,4423.721480108007
151,4463.553236444821
152,4451.001859333143
153,4538.776608074891
154,4586.882119220361
155,4583.878664566375
156,4761.863471527649
157,4742.09905978558
158,4708.738398037926
159,4850.297706796638
160,4816.408584612803
161,4949.971175905156
162,5011.205727481148
163,4951.5808861504665
164,5076.4305941986295
165,5080.630232357552
166,5128.837259238951
167,5206.42060942178
168,5119.507219652501
169,5111.025306402599
170,5118.432547130727
171,5134.204622647394
172,5181.831774034135
