combined_data1,combined_data2
0,1024.8357076505615
1,1092.4214503389717
2,1227.09359805936
3,1358.472729517919
4,1346.9703767135943
5,1409.028644556489
6,1544.9801837589828
7,1531.0966014518756
8,1476.313082224005
9,1514.051817618396
10,1431.4778287722177
11,1380.9617142312825
12,1349.829703853877
13,1162.086673677842
14,1081.2481834523007
15,1042.445627567885
16,920.1713722694888
17,887.9418156163479
18,733.3385745765132
19,623.4558694618759
20,694.8811907921136
21,552.9232987688791
22,527.5753732896383
23,431.9170888725948
24,474.69855935582063
25,526.0839921539241
26,500.7229932688083
27,632.4026571392901
28,654.3347465678993
29,753.1142228034579
30,830.2069202890672
31,1051.0692078166987
32,1057.5997411883502
33,1102.8851353088944
34,1288.183921174464
35,1267.4511168608433
36,1407.2771116748145
37,1351.370541711825
38,1417.5505335708217
39,1509.114734480759
40,1531.6024523114615
41,1478.9336923993849
42,1421.517039924728
43,1352.1433641575925
44,1218.5324969275096
45,1170.0670322011429
46,1088.4130185021336
47,1065.2438240376246
48,930.0175238669324
49,728.6084276058991
50,744.1936430250548
51,630.8085421824123
52,552.2406654418752
53,569.1961036356397
54,561.0818610915517
55,546.5689026804582
56,468.4502592632096
57,524.8751183751015
58,605.1488740858242
59,702.0147139675568
60,707.754829107518
61,811.6024100483957
62,861.881163575544
63,957.0011924065356
64,1156.3812036704794
65,1277.8955198418616
66,1292.4362512745956
67,1420.3645898708255
68,1447.6627086806302
69,1439.591846991796
70,1513.373458122856
71,1575.9151546814792
72,1481.0375863191412
73,1525.627768860952
74,1263.1387784831709
75,1366.2390452973195
76,1247.5516978388075
77,1136.6088108495578
78,1058.4648649764963
79,854.6681291561146
80,845.0647472755918
81,781.6446353763542
82,754.8413610631007
83,584.9104498191684
84,515.7918030645883
85,494.2134018809948
86,547.3200728643056
87,520.1078652476679
88,499.0897408525861
89,592.0622819128771
90,629.360254081564
91,746.0158383235024
92,747.6145342701857
93,860.1300618018012
94,955.6267719042085
95,1001.7628574248704
96,1186.463478263178
97,1274.585646187844
98,1341.237482866191
99,1395.1075120847954
100,1385.7040882612932
101,1466.87799274522
102,1482.7607242449965
103,1451.8394838482272
104,1456.3333314553197
105,1438.530362108755
106,1449.8899065135165
107,1287.3864174004211
108,1203.5027653636082
109,1091.2710421094105
110,899.635784589846
111,895.006095924158
112,804.2336689363333
113,837.1992780694824
114,628.6345737388215
115,591.9671650290953
116,530.6594539174678
117,448.1083190586987
118,557.5031446574371
119,551.6974287624071
120,586.7624163488404
121,552.9027639132867
122,735.6848053577942
123,675.959151665075
124,866.0252916376523
125,1043.3469062416125
126,984.0772200062048
127,1103.7293742120978
128,1230.2028653920768
129,1284.2437283542097
130,1303.7460536864946
131,1441.368688645747
132,1424.0273615600438
133,1521.002008470678
134,1451.7043407440894
135,1555.6846844531285
136,1400.4738662085497
137,1367.4551005074802
138,1352.864428576679
139,1166.8297702503987
140,1146.825890884141
141,1102.4898605063004
142,856.9580252237223
143,849.2617119845162
144,762.0994892021341
145,707.2742014823817
146,538.641725126288
147,482.6998652406927
148,541.0442114272522
149,515.3583311881846
150,518.5088304708629
151,548.4765403247088
152,541.0142409814123
153,647.4323009422535
154,725.7961014420682
155,762.2636064371491
156,986.1624554092956
157,1015.7287147455404
158,1031.9526896301616
159,1220.1778122564224
160,1226.9792571094792
161,1392.4389587772898
162,1474.3095216042602
163,1422.0408944226788
164,1539.4777451442865
165,1520.5949764004586
166,1529.774264195854
167,1552.7444505781068
168,1396.6137214630774
169,1305.8737648844951
170,1220.0656215787358
171,1134.1851702300592
172,1074.5792120534998
173,995.8235813823565
174,893.7787409896102
175,827.2678277037256
176,701.0583699867627
177,699.5283660354078
178,554.9384539916241
179,662.7150351869996
180,535.3939406666925
181,458.4262384523619
182,464.795262860064
183,578.7215487237286
184,597.4396039583825
185,713.9309580261048
186,784.3389219344697
187,849.0227536170275
188,908.185485321435
189,974.6161872619606
190,1125.8585417513416
191,1282.922329935303
192,1333.1530536789464
193,1329.652404963547
194,1454.463982813281
195,1501.163562128486
196,1454.585837643846
197,1503.4612479043465
198,1475.916727235754
199,1374.2318069513065
